"table_catalog";"table_schema";"table_name";"table_type";"self_referencing_column_name";"reference_generation";"user_defined_type_catalog";"user_defined_type_schema";"user_defined_type_name";"is_insertable_into";"is_typed";"commit_action"
"coagiswarehouse";"coagis";"coa_bc_address_history_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_bc_address_offset_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_bc_civicaddress_bad_pin_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_bc_street_history_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_crime_all_locations_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_city_limits_100ft_buffer_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_city_limits_otm_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_city_limits_aspoint_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_cjiscad_fs3_respplan_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_cjiscad_fs4_respplan_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_cjiscad_fs5_respplan_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_cjiscad_fs6_respplan_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_crime_incidents_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_crime_mapper_apd_locations_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_crime_mapper_locations_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_delta_alert_split_west_polygon_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_development_locations_all_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_development_locations_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_districts_brush_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_pedplan_major_thoroughfares_buffer_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_districts_recycling_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_districts_sanitation_deltaalert_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_districts_sanitation_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_leafcollectionmap_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_leafcollection_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_districts_sanitation_aspoint_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_districts_sanitation_aspoint";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_districts_sweep_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_highway_shield_aslabelpoint_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_highway_shield_tilemill_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_highway_shield_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_law_agency_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_law_beats_sa_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_law_beats_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_law_citylimit_buffer_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_law_report_area_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_maximo_tickets_forcache_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_maximo_tickets_open_forcache_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_opendata_address_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_parks_rhpdgc";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"mobile311_breadcrumbs_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"mobile311_breadcrumbs_line_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"pp_major_rivers_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"nhd_union_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"nhd_quad_stream_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_fiber_lines_coa_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_zip_extents_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"accela_landmark_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"accela_pinnumber_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"accela_zoning_district_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"bc_address_govqa_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"bc_address_structure_point_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"bc_addr_property_history_2009_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"bc_addr_street_type_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"bc_majorroads_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"bc_property_50plus_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"bc_property_0toquarter_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_address_munis_services_rollcarts_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_rollcarts_for_parcels";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"bc_property_100plus_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"bc_property_10less_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"bc_property_10to20_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"bc_property_1to2_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"bc_property_20to40_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_cjiscad_fire_district2_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"bc_property_2to5_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"bc_property_40to100_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"bc_property_5to10_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"bc_property_halfto1_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"bc_property_incity_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"bc_property_needsaddr_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"bc_property_noextensions_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_fiber_lines_county911_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_fire_soc_performance_noincidents_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"bc_property_quartertohalf_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"bc_street_incity_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_comp_bike_plan_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"bc_street_limits_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"bc_street_no_trucks_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_bc_property_class_code_vacant_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"bc_street_one_way_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"bc_street_overlapping_ranges_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_accela_inspections_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_accela_permits_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_accela_planning_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_accela_services_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_accela_opendata_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_bc_property_class_code_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_address_law_report_area_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_street_furniture_publication_bin_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_address_munis_services_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_bc_property_in_etj_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_address_munis_services_water_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_adoptastreet_check_bc_street_matches_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_airport_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_bc_address_in_city_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_bc_airport_property_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_bicycle_routes_existing_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_bicycle_routes_proposed_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_building_footprints_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_facilities_its_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_city_etj_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_asheville_tree_map_trees_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_trees_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_city_limits_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_buncombe_county_mask_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_civicaddress_pinnum_overlays_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_transit_ada_service_area_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_cjiscad_fire_city_respplan_nonunion_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_cjiscad_fire_city_respplan_reportarea_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_cjiscad_fire_district1_reportarea_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_facility_locations_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_fiber_facilities_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_fiber_lines_charter_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_fiber_lines_dukenet_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_fiber_lines_erc_built_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_fiber_lines_erc_proposed_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_fiber_splice_points_charter_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_fiber_splice_points_erc_built_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_fiber_splice_points_erc_proposed_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_fire_soc_performance_2nddue_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_fire_soc_performance_70to89_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_fire_soc_performance_all_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_fire_soc_performance_lessthan70_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_fire_soc_performance_terf_70to84_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_fire_soc_performance_terf_85to89_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_fire_soc_performance_terf_greaterthan90_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_fire_soc_performance_terf_lessthan70_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_fire_soc_performance_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_fire_station_response_distance_road_1_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_fire_station_response_distance_road_2_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_fire_station_response_distance_road_3_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_maximo_tickets_history_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_overlay_historic_districts_property_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_fire_stations_active_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_greenways_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_inactive_pins_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_street_furniture_planters_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_maximo_tickets_dev_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_parks_address_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_maximo_tickets_open_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"mapasheville_grid_lidar_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_maximo_tickets_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_maximo_work_order_all_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_opendata_zoning_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_munis_import_changed_id_only_105_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"munis_project_data_feed";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i2767";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_pedplan_bus_stops_buffer_half_mile_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_pedplan_bus_stops_buffer_quarter_mile_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_pedplan_bus_stops_buffer_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_pedplan_nbhd_sidewalk_projects_quartermile_bus_stop_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_pedplan_nbhd_sidewalk_projects_bus_stop_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"bc_street_linestring_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"bc_street_startpoint_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"bc_street_endpoint_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_sidewalks_linestring_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_street_maintenance_snow_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_bc_street_dead_ends_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_opendata_street_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"bc_street_azimuth_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"bc_street_dangle_errors_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_sidewalk_azimuth_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_connectorsidewalk_streetname_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_neededlinkage_streetname_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_multi_modal_network";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_sidewalk_crosswalk_streetname_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_sidewalk_streetname_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_address_buffer_250_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"i2785";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_pedplan_nbhd_sidewalk_projects_buffer_half_mile_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_pedplan_community_destinations_point_centroid_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_pedplan_nbhd_sidewalk_projects_buffer_quarter_mile_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_pedplan_community_destinations_point_centroid_type2_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_pedplan_community_destinations_buffer_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_pedplan_community_destinations_buffer_nonunion_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_pedplan_community_destinations_buffer_quarter_mile_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_pedplan_nbhd_sidewalk_proj_proximity_to_destinations_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_pedplan_community_destinations_school_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_pedplan_community_destinations_library_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_pedplan_community_destinations_park_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_pedplan_community_destinations_grocery_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"bc_property_compare_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"bc_property_owner_address_compare_step1_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"bc_property_owner_address_compare_step2_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"bc_property_owner_address_compare_step3_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"bc_property_owner_address_compare_step4_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_pedplan_community_destinations_halfmile_ofproject_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"bc_property_owner_address_compare_step5_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"bc_property_owner_address_compare_step6_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"bc_property_owner_address_compare_step7_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"postgres_log";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i2782";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_munis_import_changed_105_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_law_districts_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_muniscpfinput_105_changed_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"waterproduction_assets_nfplant";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_districts_zoning_yesterday";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_water_gravity_main_buffer100ft";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_condition_whole_segments_table";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"nd_3246_dirtyareas";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"maximo_sr_point";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"sde_session_t1652290";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_munis_prop_master_import";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_annexation_areas";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_water_rescue_points";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i2742";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i2807";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_watergrid_master";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i2776";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"bc_address_yesterday";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_pedplan_nbhd_sidewalk_project_rerate_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_paper_row";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_watergrid_sections";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"fme_test";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_water_active_gravity_main_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_water_service_area";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_city_limits_100_foot_buffer_cache";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_water_system_valve";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i2778";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"sde_session_t1523352";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i2777";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i2779";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i2780";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i2781";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"accela_v_civicdatacom_inspections";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_water_system_valve_grid";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_water_hydrant_for_firehouse_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_accela_dashboard_sla";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"sloperesults";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i2901";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"bc_property_transactions";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_rad_construction";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_trash_cans_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_public_trash_cans_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"i2800";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i2792";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_trash_day_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_water_scanned_asbuilts_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"n_1_e9";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"n_1_e12";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_water_underground_enclosure";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_water_clear_well";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i2814";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
