"table_catalog";"table_schema";"table_name";"table_type";"self_referencing_column_name";"reference_generation";"user_defined_type_catalog";"user_defined_type_schema";"user_defined_type_name";"is_insertable_into";"is_typed";"commit_action"
"coagiswarehouse";"coagis";"coa_parking_meters_table";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_water_connection_questions";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"bc_address_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_districts_fire";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_districts_inspection_water";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_asheville_neighborhoods";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_zoning_overlays";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"crime_table2";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"maximo_gis_workorders_table";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_boil_water_alerts";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i2917";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"crime_mapper_table2";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_street_furniture";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_poi_types_table";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"maximo_gis_workorders_all_table";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_zoning_preudo";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_zoning_spacing_requirements";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i2808";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"maximo_redline_layer";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_duplicate_streetnames";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"ncdot_traffic_aadt";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_energy_conservation_locations";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"bc_address_pinnum_crossreference_table";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_engineering_inspector_areas";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"sde_session_t1688504";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_adoptastreets_orgs_table";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i2832";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_adoptastreets_signs_table";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1593";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_fire_stations";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_water_hydrant";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i507";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1034";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1064";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i432";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i2709";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1045";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_homeless_service_organizations";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"bc_school_districts";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i2836";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_impervious_inventory_additions";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i380";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"census_asc_2011_per_capita_income_table";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1193";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i483";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"n_1_e2";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_tours_table";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1457";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_condition_partial_segments_table";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_inactive_pins";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i457";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i510";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"nhd_line";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"munis_purchase_order_summary";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"ciplines";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"cippoints";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"cippolygons";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i497";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_fiber_facilities_table";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_knox_box_locations";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"n_1_e8";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i2793";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"n_1_jdesc";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i2794";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i2795";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"sde_session_t1703568";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i519";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_leaf_collection_areas_table";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"naics_business_and_industry_directory";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i551";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"bc_firm_panels";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_districts_public_works";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_leaf_collection_controls_table";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i463";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_national_register_properties";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_on_street_parking_facilities";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_leaf_collection_status_table";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i2922";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"mobile_311_table";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1252";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i424";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1578";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"accela_gis_attribute_cache";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_parks";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_stormwater_asbuilt_features";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_parks_info_table";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_maintenance_partial_segments_table";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1159";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1303";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"nhd_geonet_sinks";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_districts_zoning";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_maintenance_whole_segments_table";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"esri_municipalities";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i2029";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1146";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1315";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1777";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1150";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1154";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1155";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1156";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i2697";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"bc_address_pinnum_crossreference_gis_table";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_transit_bus_routes";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1784";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"bc_buncombe_county_boundary";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i988";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1037";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1042";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"ngs_geodetic_control";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"buncombe_address_point_lox";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1554";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_off_street_parking";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_fiber_splice_points";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1208";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_rddrc_parcels_table";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"buncombe_address_wgs84_lox";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"buncombe_parcel_address_loc_lox";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"maximo_sr_point_history_dev";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1195";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1172";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i911";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"hc_muncipalities";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"a2795";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i912";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1067";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1201";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"census_2000_tracts";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"buncombe_street_address_lox";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"bc_building_view";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"n_1_etopo";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"sde_session_t1549239";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"n_3_desc";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"census_asc_2011_median_household_income_table";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i2829";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1178";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1180";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1181";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_fire_soc_performance_table_terf";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1012";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"n_1_j8";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1157";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i586";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1196";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"buncombe_street_address_maximo_lox";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1778";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"d2795";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i2699";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1171";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i2700";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i2701";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i494";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"n_1_t24";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"sde_logfile_data";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"n_1_tdefn";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1177";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1191";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i990";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i2702";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i553";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i2669";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1194";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1197";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i2014";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_community_watch";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"maximo_gis_tickets_oldmaximo_table";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"view_shape_alter";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i585";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i570";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1015";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"cippolygons_evw";"VIEW";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"a2793";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"d2793";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"cippoints_evw";"VIEW";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1189";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1767";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1051";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"d2794";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1035";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1044";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_development_activities_types_table";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"ciplines_evw";"VIEW";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"a2794";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"bc_class_codes";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_cemetery_graves_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"munis_gl_master_cip";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_crime_mapper_apd_locations_view2";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_pavement_management_segments";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i594";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i426";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"nhd_sfha_major_tributaries_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_real_property_leases";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_real_property_view_test";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"census_2015_blocks";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"census_2015_blockgroups";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_cemetery_lots";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"n_1_e25";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1200";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i2838";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i2839";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"henderson_county_streets_lox";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"sde_session_t1568244";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i916";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i2840";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_innovation_districts";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_local_historic_landmarks";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_cemetery_sections";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1173";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"n_1_edesc";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i2833";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"sde_session_t1565668";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1152";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1288";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"ncdot_rail";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_communication_tower";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1158";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i528";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i431";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"census_2015_tracts";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1793";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"n_1_j0";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i874";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_sidewalks_nbhd_project";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1955";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i520";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i2058";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"sde_session_t1565707";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i970";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1010";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i481";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i876";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1929";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1577";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"n_1_desc";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1729";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1041";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"census_acs_2016_poverty_status";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_neighborhood_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"coa_parks_info_view";"VIEW";"";"";"";"";"";"NO";"NO";""
"coagiswarehouse";"coagis";"d2840";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i2059";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_county_mask";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1458";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"maximo_gis_workorders_oldmaximo_table";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_address_buffers_cache";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1735";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i435";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i404";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"n_1_e21";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i392";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i541";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i2261";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i1207";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i2830";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"n_1_e11";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"a2840";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"coa_street_lights_2015";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i584";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i588";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"i465";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"munis_property_master_105_prtest";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"v_budget_proposed_plus_history";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"n_1_t20";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"n_1_e4";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
"coagiswarehouse";"coagis";"n_1_e13";"BASE TABLE";"";"";"";"";"";"YES";"NO";""
